83235	System of a Down briefly disbanded in limbo.	Limbo	0	In Catholic theology , Limbo -LRB- Latin limbus , edge or boundary , referring to the `` edge '' of Hell -RRB- is a speculative idea about the afterlife condition of those who die in original sin without being assigned to the Hell of the Damned .	2
83235	System of a Down briefly disbanded in limbo.	Limbo_-LRB-dance-RRB-	0	Limbo is a traditional popular dance contest that originated on the island of Trinidad .	2
83235	System of a Down briefly disbanded in limbo.	System_of_a_Down	0	System of a Down , sometimes shortened to SOAD or System , is an heavy metal band from Glendale , California , formed in 1994 .	2
129629	Homeland is an American television spy thriller based on the Israeli television series Prisoners of War.	Homeland_-LRB-TV_series-RRB-	0	Homeland is an American spy thriller television series developed by Howard Gordon and Alex Gansa based on the Israeli series Prisoners of War -LRB- Original title חטופים Hatufim , literally `` Abductees '' -RRB- , which was created by Gideon Raff .	1
129629	Homeland is an American television spy thriller based on the Israeli television series Prisoners of War.	Prisoners_of_War_-LRB-TV_series-RRB-	0	Prisoners of War -LRB- original title in -RRB- is an Israeli television drama series made by Keshet and originally aired on Israel 's Channel 2 from March to May 2010 .	2
129629	Homeland is an American television spy thriller based on the Israeli television series Prisoners of War.	Prisoners_of_War_-LRB-TV_series-RRB-	3	In 2010 it won the Israeli Academy Award for Television for Best Drama Series .	2
129629	Homeland is an American television spy thriller based on the Israeli television series Prisoners of War.	Homeland_-LRB-TV_series-RRB-	4	Mathison had come to believe that Brody , who was held captive by al-Qaeda as a prisoner of war , was `` turned '' by the enemy and poses a threat to the United States .	2
129629	Homeland is an American television spy thriller based on the Israeli television series Prisoners of War.	Prisoners_of_War_-LRB-TV_series-RRB-	1	A second season aired in Israel from October to December 2012 , and a third season is planned .	2
149579	Beautiful reached number two on the Billboard Hot 100 in 2003.	Beautiful_-LRB-Christina_Aguilera_song-RRB-	11	The song peaked at number two on the Billboard Hot 100 in the United States , where it was certified Gold for 500,000 units shipped .	2
149579	Beautiful reached number two on the Billboard Hot 100 in 2003.	Beautiful_-LRB-Snoop_Dogg_song-RRB-	6	The song was a sleeper hit , reached number six on the Billboard Hot 100 , and number two on Rap Songs , and was successful in other countries such as Australia and New Zealand , where it peaked at number four .	2
149579	Beautiful reached number two on the Billboard Hot 100 in 2003.	Beautiful_-LRB-Christina_Aguilera_song-RRB-	0	`` Beautiful '' is a song recorded by American singer Christina Aguilera for her fourth studio album , Stripped -LRB- 2002 -RRB- .	2
149579	Beautiful reached number two on the Billboard Hot 100 in 2003.	Beautiful_-LRB-Christina_Aguilera_song-RRB-	1	It was released as the album 's second single on November 16 , 2002 .	2
149579	Beautiful reached number two on the Billboard Hot 100 in 2003.	Beautiful_-LRB-Snoop_Dogg_song-RRB-	1	Was released in January 21 , 2003 as the second single for his sixth studio album .	2
229289	Neal Schon was named in 1954.	Neal_Schon	0	Neal Joseph Schon -LRB- born February 27 , 1954 -RRB- is an American rock guitarist , songwriter , and vocalist , best known for his work with the bands Journey and Bad English .	2
229289	Neal Schon was named in 1954.	Neal_Schon	5	Schon was inducted into the Oklahoma Music Hall of Fame on August 23 , 2013 .	2
229289	Neal Schon was named in 1954.	Neal_Schon	6	Schon was inducted into the Rock and Roll Hall of Fame as a member of Journey on April 7 , 2017 .	2
229289	Neal Schon was named in 1954.	Neal_Schon	1	He is Journey 's last original constant member , having participated in every album and tour to date .	2
229289	Neal Schon was named in 1954.	Neal_Schon	2	He was a member of the rock band Santana before forming Journey , and was also an original member of Hardline .	2
33078	The Boston Celtics play their home games at TD Garden.	Boston_Celtics	3	The Celtics play their home games at the TD Garden , which they share with the National Hockey League -LRB- NHL -RRB- 's Boston Bruins .	1
33078	The Boston Celtics play their home games at TD Garden.	TD_Garden	5	TD Garden is the home arena for the Boston Bruins of the National Hockey League and the Boston Celtics of the National Basketball Association .	2
33078	The Boston Celtics play their home games at TD Garden.	Boston_Celtics	0	The Boston Celtics -LRB- -LSB- ˈsɛltɪks -RSB- -RRB- are an American professional basketball team based in Boston , Massachusetts .	2
33078	The Boston Celtics play their home games at TD Garden.	Boston_Garden	5	The Garden hosted home games for the Boston Bruins of the National Hockey League -LRB- NHL -RRB- and the Boston Celtics of the National Basketball Association -LRB- NBA -RRB- , as well as rock concerts , amateur sports , boxing and professional wrestling matches , circuses , and ice shows .	2
33078	The Boston Celtics play their home games at TD Garden.	TD_Garden	0	TD Garden , often called `` Boston Garden '' and `` The Garden '' , is a multi-purpose arena in Boston .	2
6744	The Ten Commandments is an epic film.	The_Ten_Commandments_-LRB-1956_film-RRB-	0	The Ten Commandments is a 1956 American biblical epic film produced , directed , and narrated by Cecil B. DeMille , shot in VistaVision -LRB- color by Technicolor -RRB- , and released by Paramount Pictures .	1
6744	The Ten Commandments is an epic film.	The_Ten_Commandments_-LRB-1956_film-RRB-	20	The film was listed as the tenth best film in the epic genre .	1
6744	The Ten Commandments is an epic film.	Ten_Commandments	0	The Ten Commandments , also known as the Decalogue , are a set of biblical laws relating to ethics and worship , which play a fundamental role in Judaism , Christianity , and Islam .	2
6744	The Ten Commandments is an epic film.	The_Ten_Commandments_-LRB-1956_film-RRB-	19	In June 2008 , the American Film Institute revealed its `` Ten Top Ten '' -- the best ten films in ten American film genres -- after polling over 1,500 people from the creative community .	2
6744	The Ten Commandments is an epic film.	The_Ten_Commandments_-LRB-1956_film-RRB-	2	The Ten Commandments dramatizes the biblical story of the life of Moses , an adopted Egyptian prince who becomes the deliverer of his real brethren , the enslaved Hebrews , and therefore leads the Exodus to Mount Sinai , where he receives , from God , the Ten Commandments .	2
226034	Tetris has sold millions of physical copies.	Tetris	18	In January 2010 , it was announced that the Tetris franchise had sold more than 170 million copies , approximately 70 million physical copies and over 100 million copies for cell phones , making it the best selling paid-downloaded game of all time .	1
226034	Tetris has sold millions of physical copies.	Tetris	0	Tetris -LRB- , pronounced -LSB- ˈtɛtrʲɪs -RSB- -RRB- is a tile-matching puzzle video game , originally designed and programmed by Russian game designer Alexey Pajitnov .	2
226034	Tetris has sold millions of physical copies.	Tetris	15	While versions of Tetris were sold for a range of 1980s home computer platforms as well as arcades , it was the hugely successful handheld version for the Game Boy launched in 1989 that established the game as one of the most popular ever .	2
226034	Tetris has sold millions of physical copies.	Tetris	11	The game -LRB- or one of its many variants -RRB- is available for nearly every video game console and computer operating system , as well as on devices such as graphing calculators , mobile phones , portable media players , PDAs , Network music players and even as an Easter egg on non-media products like oscilloscopes .	2
226034	Tetris has sold millions of physical copies.	Tetris	19	On 14 March 2014 , The Tetris Company announced a deal to bring Tetris '' to two of the latest hardware platforms , the Xbox One and PlayStation 4 , in partnership with Ubisoft -LRB- publishing -RRB- and SoMa Play -LRB- development -RRB- , to coincide with the franchise 's 30th anniversary .	2
40190	Cyndi Lauper won the Best New Artist award at the 27th Grammy Awards in 1985.	Cyndi_Lauper	2	Her debut solo album She 's So Unusual -LRB- 1983 -RRB- was the first debut female album to chart four top-five hits on the Billboard Hot 100 -- `` Girls Just Want to Have Fun '' , `` Time After Time '' , `` She Bop '' , and `` All Through the Night '' -- and earned Lauper the Best New Artist award at the 27th Grammy Awards in 1985 .	1
40190	Cyndi Lauper won the Best New Artist award at the 27th Grammy Awards in 1985.	Cyndi_Lauper	16	She has won awards at the Grammys , Emmys , Tonys , the New York 's Outer Critics Circle , MTV Video Music Awards -LRB- VMAs -RRB- , Billboard Awards , and American Music Awards -LRB- AMAs -RRB- .	2
40190	Cyndi Lauper won the Best New Artist award at the 27th Grammy Awards in 1985.	Cyndi_Lauper	11	In 2014 , Lauper was awarded the Grammy Award for Best Musical Theater Album for the cast recording .	2
40190	Cyndi Lauper won the Best New Artist award at the 27th Grammy Awards in 1985.	Cyndi_Lauper	18	Lauper won the inaugural Best Female Video prize at the 1984 VMAs for Girls Just Want To Have Fun .	2
40190	Cyndi Lauper won the Best New Artist award at the 27th Grammy Awards in 1985.	Cyndi_Lauper	7	Since 1989 , Lauper has released nine studio albums and participated in many other projects .	2
76253	There is a movie called The Hunger Games.	The_Hunger_Games_-LRB-film-RRB-	0	The Hunger Games is a 2012 American dystopian science fiction adventure film directed by Gary Ross and based on the novel of the same name by Suzanne Collins .	1
76253	There is a movie called The Hunger Games.	The_Hunger_Games_-LRB-film-RRB-	21	The film was a massive box-office success by grossing over $ 694 million worldwide against its budget of $ 78 million , making it the third-highest-grossing film in the United States and ninth-highest-grossing worldwide of 2012 .	2
76253	There is a movie called The Hunger Games.	The_Hunger_Games_-LRB-film-RRB-	19	At the time of its release , the film 's opening weekend gross -LRB- $ 152.5 million -RRB- was the third-largest of any movie in North America .	1
76253	There is a movie called The Hunger Games.	The_Hunger_Games_-LRB-film-RRB-	16	The film was released on March 21 , 2012 , in some European countries and in the US on March 23 , 2012 , in both conventional theaters and digital IMAX theaters .	1
76253	There is a movie called The Hunger Games.	The_Hunger_Games_-LRB-film-RRB-	20	It is the first film since Avatar to remain in first place at the North American box office for four consecutive weekends .	2
188923	Ryan Gosling has been to a country in Africa.	Ryan_Gosling	17	He is a supporter of PETA , Invisible Children and the Enough Project and has traveled to Chad , Uganda and eastern Congo to raise awareness about conflicts in the regions .	1
188923	Ryan Gosling has been to a country in Africa.	Ryan_Gosling	16	He is a co-owner of Tagine , a Moroccan restaurant in Beverly Hills , California .	2
188923	Ryan Gosling has been to a country in Africa.	Ryan_Gosling	0	Ryan Thomas Gosling -LRB- born November 12 , 1980 -RRB- is a Canadian actor and musician .	2
188923	Ryan Gosling has been to a country in Africa.	Ryan_Gosling	11	Greater success came to Gosling when he starred in two critically acclaimed filmsthe financial comedy-drama The Big Short -LRB- 2015 -RRB- and the musical La La Land -LRB- 2016 -RRB- .	2
188923	Ryan Gosling has been to a country in Africa.	Ryan_Gosling	15	Gosling 's band , Dead Man 's Bones , released their self-titled debut album and toured North America in 2009 .	2
138503	Stranger Things is set in Bloomington, Indiana.	Stranger_Things	5	Set in the fictional town of Hawkins , Indiana in the 1980s , the first season focuses on the investigation into the disappearance of a young boy by his friends , older brother and traumatized mother and the local police chief , amid supernatural events occurring around the town including the appearance of a psychokinetic girl who helps the missing boy 's friends in their own search .	0
138503	Stranger Things is set in Bloomington, Indiana.	Stranger_Things	0	Stranger Things is an American science fiction-horror web television series created , written , directed and co-executive produced by the Duffer Brothers , as well as co-executive-produced by Shawn Levy and Dan Cohen .	2
138503	Stranger Things is set in Bloomington, Indiana.	Stranger_Things	6	The second season is set a year after the first , and deals with attempts of the characters to return to normal and consequences from that season .	2
138503	Stranger Things is set in Bloomington, Indiana.	Bloomington,_Indiana	0	Bloomington is a city in and the county seat of Monroe County in the southern region of the U.S. state of Indiana .	2
138503	Stranger Things is set in Bloomington, Indiana.	Stranger_Things	1	The first season stars Winona Ryder , David Harbour , Finn Wolfhard , Millie Bobby Brown , Gaten Matarazzo , Caleb McLaughlin , Natalia Dyer , Charlie Heaton , Cara Buono , and Matthew Modine , with Noah Schnapp and Joe Keery in recurring roles .	2
129983	Ryan Seacrest is a person.	Ryan_Seacrest	0	Ryan John Seacrest -LRB- born December 24 , 1974 -RRB- is an American radio personality , television host and producer .	1
129983	Ryan Seacrest is a person.	Ryan_Seacrest	5	He received Emmy Award nominations for American Idol , and won an Emmy for producing Jamie Oliver 's Food Revolution .	1
129983	Ryan Seacrest is a person.	Ryan_Seacrest	1	He is best known for hosting the talent competition show American Idol , as well as the syndicated countdown program American Top 40 and the KIIS-FM morning radio show On Air with Ryan Seacrest .	1
129983	Ryan Seacrest is a person.	Ryan_Seacrest	2	Seacrest began co-hosting Live with Kelly and Ryan on a permanent basis May 1 , 2017 .	1
129983	Ryan Seacrest is a person.	Person	0	A person is a being , such as a human , that has certain capacities or attributes constituting personhood , which in turn is defined differently by different authors in different disciplines , and by different cultures in different times and places .	2
73170	Puerto Rico is not an unincorporated territory of the United States.	Puerto_Rico	0	Puerto Rico -LRB- Spanish for `` Rich Port '' -RRB- , officially the Commonwealth of Puerto Rico -LRB- Estado Libre Asociado de Puerto Rico , `` Free Associated State of Puerto Rico '' -RRB- and briefly called Porto Rico , is an unincorporated territory of the United States located in the northeast Caribbean Sea .	0
73170	Puerto Rico is not an unincorporated territory of the United States.	Puerto_Rico	19	As a U.S. territory , American citizens residing on the island are disenfranchised at the national level and may not vote for president and vice president of the United States .	2
73170	Puerto Rico is not an unincorporated territory of the United States.	Puerto_Rico	3	It is an archipelago that includes the main island of Puerto Rico and a number of smaller ones such as Mona , Culebra , and Vieques .	2
73170	Puerto Rico is not an unincorporated territory of the United States.	United_States	0	The United States of America -LRB- USA -RRB- , commonly known as the United States -LRB- U.S. -RRB- or America , is a constitutional federal republic composed of 50 states , a federal district , five major self-governing territories , and various possessions .	2
73170	Puerto Rico is not an unincorporated territory of the United States.	Puerto_Rico	23	However , at the recommendation of the Department of Justice , a `` current territorial status '' option will be added .	2
179616	Michael Giacchino composed the score for Doctor Strange.	Michael_Giacchino	1	He composed the scores to the television series Lost , Alias and Fringe , the video ' game series Medal of Honor and Call of Duty and many films such as The Incredibles , Ratatouille , Up , Mission : Impossible - Ghost Protocol , Dawn of the Planet of the Apes , Jurassic World , Inside Out , Star Trek Beyond , Doctor Strange , Rogue One and Spider-Man : Homecoming .	1
179616	Michael Giacchino composed the score for Doctor Strange.	Doctor_Strange_-LRB-soundtrack-RRB-	0	Doctor Strange -LRB- Original Motion Picture Soundtrack -RRB- is the film score to the Marvel Studios film Doctor Strange composed by Michael Giacchino .	2
179616	Michael Giacchino composed the score for Doctor Strange.	Doctor_Strange	0	Stephen Vincent Strange , M.D. is a fictional superhero appearing in American comic books published by Marvel Comics .	2
179616	Michael Giacchino composed the score for Doctor Strange.	Doctor_Strange	18	Benedict Cumberbatch stars as the character in the Marvel Cinematic Universe , first appearing in the role in the 2016 film Doctor Strange .	2
179616	Michael Giacchino composed the score for Doctor Strange.	Doctor_Strange	17	The character was first portrayed in live-action by Peter Hooten in the 1978 television film Dr. Strange .	2
207456	Stranger than Fiction is a film.	Stranger_than_Fiction_-LRB-2006_film-RRB-	0	Stranger than Fiction is a 2006 American fantasy comedy-drama film directed by Marc Forster , produced by Lindsay Doran , and written by Zach Helm .	1
207456	Stranger than Fiction is a film.	Stranger_than_Fiction_-LRB-2006_film-RRB-	3	The film was shot on location in Chicago , and has been praised for its innovative , intelligent story and fine performances .	2
207456	Stranger than Fiction is a film.	Stranger_than_Fiction_-LRB-2006_film-RRB-	1	The film stars Will Ferrell , Maggie Gyllenhaal , Dustin Hoffman , Queen Latifah , and Emma Thompson .	2
207456	Stranger than Fiction is a film.	Stranger_than_Fiction_-LRB-2006_film-RRB-	4	Ferrell , who came to prominence playing brash comedic parts , garnered particular attention for offering a restrained performance in his first starring dramatic role .	2
207456	Stranger than Fiction is a film.	Stranger_than_Fiction_-LRB-2006_film-RRB-	2	The main plot follows Harold Crick -LRB- portrayed by Ferrell -RRB- , a nondescript white-collar worker who begins hearing a disembodied voice narrating his life as it happens -- seemingly the text of a novel in which it is stated that he will soon die -- and he frantically seeks to somehow prevent that ending .	2
3	Chris Hemsworth appeared in A Perfect Getaway.	Chris_Hemsworth	2	Hemsworth has also appeared in the science fiction action film Star Trek -LRB- 2009 -RRB- , the thriller adventure A Perfect Getaway -LRB- 2009 -RRB- , the horror comedy The Cabin in the Woods -LRB- 2012 -RRB- , the dark-fantasy action film Snow White and the Huntsman -LRB- 2012 -RRB- , the war film Red Dawn -LRB- 2012 -RRB- , and the biographical sports drama film Rush -LRB- 2013 -RRB- .	1
3	Chris Hemsworth appeared in A Perfect Getaway.	A_Perfect_Getaway	0	A Perfect Getaway is a 2009 American adventure psychological thriller film , written and directed by David Twohy , that stars Timothy Olyphant , Milla Jovovich , Kiele Sanchez , and Steve Zahn .	2
3	Chris Hemsworth appeared in A Perfect Getaway.	A_Perfect_Getaway	1	The film was originally shot in Puerto Rico and Hawaii and was released on August 7 , 2009 , in the United States and on August 12 in the United Kingdom .	2
3	Chris Hemsworth appeared in A Perfect Getaway.	Chris_Hemsworth	0	Chris Hemsworth -LRB- born 11 August 1983 -RRB- is an Australian actor .	2
3	Chris Hemsworth appeared in A Perfect Getaway.	Chris_Hemsworth	5	In 2015 , he starred in the action thriller film Blackhat , had a comedic role in the fifth installment of National Lampoon 's Vacation series , Vacation , and headlined the biographical thriller film In the Heart of the Sea .	2
93956	Selena recorded music.	Selena	0	Selena Quintanilla-Pérez -LRB- -LSB- seˈlena kintaˈniʝa ˈpeɾes -RSB- or -LSB- seˈlena kintaˈniʎa ˈpeɾeθ -RSB- April 16 , 1971 -- March 31 , 1995 -RRB- was an American singer , songwriter , spokesperson , model , actress , and fashion designer .	1
93956	Selena recorded music.	Selena	21	Selena began recording English-language songs for her crossover album .	1
93956	Selena recorded music.	Selena	8	Selena began recording professionally in 1982 .	1
93956	Selena recorded music.	Selena	11	Selena signed with EMI Latin in 1989 and released her self-titled debut album the same year , while her brother became her principal music producer and songwriter .	1
93956	Selena recorded music.	Selena	15	The album 's commercial success led music critics to call the album the `` breakthrough '' recording of her musical career .	1
138117	John Wick: Chapter 2 was theatrically released in the Oregon.	John_Wick-COLON-_Chapter_2	6	The film premiered in Los Angeles on January 30 , 2017 , and was theatrically released in the United States on February 10 , 2017 .	2
138117	John Wick: Chapter 2 was theatrically released in the Oregon.	John_Wick-COLON-_Chapter_2	0	John Wick : Chapter 2 is a 2017 American neo-noir action thriller film directed by Chad Stahelski and written by Derek Kolstad .	2
138117	John Wick: Chapter 2 was theatrically released in the Oregon.	John_Wick-COLON-_Chapter_2	7	It received positive reviews from critics and grossed $ 166 million worldwide , over four times its $ 40 million budget and nearly twice the $ 88 million gross of the original film .	2
138117	John Wick: Chapter 2 was theatrically released in the Oregon.	Oregon	0	Oregon -LRB- -LSB- ˈɒrᵻɡən -RSB- -RRB- is a state in the Pacific Northwest region on the West coast of the United States .	2
138117	John Wick: Chapter 2 was theatrically released in the Oregon.	John_Wick-COLON-_Chapter_2	2	It stars Keanu Reeves , Common , Laurence Fishburne , Riccardo Scamarcio , Ruby Rose , John Leguizamo and Ian McShane , and marks the first collaboration between Reeves and Fishburne since appearing together in The Matrix trilogy .	2
53133	Robert J. O'Neill was born April 10, 1976.	Robert_J._O'Neill_-LRB-U.S._Navy_SEAL-RRB-	0	Robert J. `` Rob '' O'Neill -LRB- born April 10 , 1976 -RRB- is a former United States Navy sailor .	1
53133	Robert J. O'Neill was born April 10, 1976.	Robert_J._O'Neill	0	Robert John O'Neill , -LRB- born 5 November 1936 -RRB- is an Australian historian and academic .	2
53133	Robert J. O'Neill was born April 10, 1976.	Robert_J._O'Neill_-LRB-U.S._Navy_SEAL-RRB-	1	A former U.S. Navy SEAL and special warfare operator , O'Neill is best known for claiming to have fired the head shots that killed Osama bin Laden during the raid on his Abbottabad compound on May 1 , 2011 .	2
53133	Robert J. O'Neill was born April 10, 1976.	Robert_J._O'Neill	1	He is Chair of the International Academic Advisory Committee at the United States Studies Centre at the University of Sydney , was director of the International Institute for Strategic Studies , based in London , from 1982 to 1987 , and Chichele Professor of the History of War at the University of Oxford from 1987 to 2000 .	2
53133	Robert J. O'Neill was born April 10, 1976.	Robert_O'Neill	0	Robert O'Neill may refer to :	2
210010	Afghanistan is the source of the Kushan dynasty.	Afghanistan	8	The land also served as the source from which the Kushans , Hephthalites , Samanids , Saffarids , Ghaznavids , Ghorids , Khiljis , Mughals , Hotaks , Durranis , and others have risen to form major empires .	1
210010	Afghanistan is the source of the Kushan dynasty.	Afghanistan	11	The political history of the modern state of Afghanistan began with the Hotak and Durrani dynasties in the 18th century .	2
210010	Afghanistan is the source of the Kushan dynasty.	Afghanistan	0	Afghanistan -LRB- -LSB- æfˈɡænᵻstæn -RSB- Pashto/Dari : , Afġānistān -RRB- , officially the Islamic Republic of Afghanistan , is a landlocked country located within South Asia and Central Asia .	2
210010	Afghanistan is the source of the Kushan dynasty.	Sourcing	0	In business , the term word sourcing refers to a number of procurement practices , aimed at finding , evaluating and engaging suppliers for acquiring goods and services :	2
210010	Afghanistan is the source of the Kushan dynasty.	Afghanistan	6	Human habitation in Afghanistan dates back to the Middle Paleolithic Era , and the country 's strategic location along the Silk Road connected it to the cultures of the Middle East and other parts of Asia .	2
134381	Marilyn Monroe worked with Warner Brothers.	Marilyn_Monroe	8	The work led to short-lived film contracts with Twentieth Century-Fox -LRB- 1946 -- 1947 -RRB- and Columbia Pictures -LRB- 1948 -RRB- .	2
134381	Marilyn Monroe worked with Warner Brothers.	Marilyn_Monroe	19	When the studio was still reluctant to change her contract , Monroe founded a film production company in late 1954 ; she named it Marilyn Monroe Productions -LRB- MMP -RRB- .	2
134381	Marilyn Monroe worked with Warner Brothers.	Marilyn_Monroe	9	After a series of minor film roles , she signed a new contract with Fox in 1951 .	2
134381	Marilyn Monroe worked with Warner Brothers.	Marilyn_Monroe	21	In late 1955 , Fox awarded her a new contract , which gave her more control and a larger salary .	2
134381	Marilyn Monroe worked with Warner Brothers.	Marilyn_Monroe	23	Her last completed film was the drama The Misfits -LRB- 1961 -RRB- .	2
228271	The Silence of the Lambs was a film starring Scott Glenn.	The_Silence_of_the_Lambs_-LRB-film-RRB-	0	The Silence of the Lambs is a 1991 American horror-thriller film directed by Jonathan Demme and starring Jodie Foster , Anthony Hopkins , and Scott Glenn .	1
228271	The Silence of the Lambs was a film starring Scott Glenn.	The_Silence_of_the_Lambs_-LRB-film-RRB-	1	Adapted by Ted Tally from the 1988 novel of the same name by Thomas Harris , his second to feature the character of Dr. Hannibal Lecter ; a brilliant psychiatrist and cannibalistic serial killer , the film was the second adaptation of a Harris novel featuring Lecter , preceded by the Michael Mann-directed Manhunter in 1986 .	2
228271	The Silence of the Lambs was a film starring Scott Glenn.	Scott_Glenn	1	His roles have included Wes Hightower in Urban Cowboy -LRB- 1980 -RRB- , astronaut Alan Shepard in The Right Stuff -LRB- 1983 -RRB- , Emmett in Silverado -LRB- 1985 -RRB- , Commander Bart Mancuso in The Hunt for Red October -LRB- 1990 -RRB- , Jack Crawford in The Silence of the Lambs -LRB- 1991 -RRB- , Roger in Training Day -LRB- 2001 -RRB- , Ezra Kramer in The Bourne Ultimatum -LRB- 2007 -RRB- , Kevin Garvey , Sr. in The Leftovers -LRB- 2014 -- 2017 -RRB- and as Stick in both Daredevil -LRB- 2015 -- -RRB- and The Defenders -LRB- 2017 -RRB- .	2
228271	The Silence of the Lambs was a film starring Scott Glenn.	The_Silence_of_the_Lambs_-LRB-film-RRB-	6	It was only the third film , the other two being It Happened One Night and One Flew Over the Cuckoo 's Nest , to win Academy Awards in all the top five categories : Best Picture , Best Actor , Best Actress , Best Director , and Adapted Screenplay .	2
228271	The Silence of the Lambs was a film starring Scott Glenn.	The_Silence_of_the_Lambs_-LRB-film-RRB-	2	In the film , Clarice Starling , a young U.S. FBI trainee , seeks the advice of the imprisoned Dr. Lecter to apprehend another serial killer , known only as `` Buffalo Bill '' .	2
